event_id,label_version,asset_class,symbol,name,t_start,t0,Wd,collapse_stratum,gate_A_catalyst,gate_B_gain,gate_D_verdict,gray_zone,enforcement_status,pcr_ms_fit,evidence_url,observed_at,notes
kr_stock-2024-influencer-frontrun,v0.2,kr_stock,700여 개 이상 종목(주로 정치테마주 등 변동성 큰 종목); 개별 식별자 uncertain,SNS 리딩방 핀플루언서 선행매매(스캘핑) 부정거래 적발 (증선위 검찰 고발),,증선위 의결 2024-09-11(제16차)·2024-12-04(제21차) 후 검찰 고발. 개별 종목 t0는 다수·uncertain,20,censored,"카카오톡·텔레그램·유튜브 리딩방 운영자가 추천 예정 종목을 추천 직전 집중 선매수 후, 추천으로 유입된 매수세에 매도해 차익 실현(선행매매/스캘핑)",,,false,REG-ENF 충족. 금융위 증권선물위원회가 자본시장법 제178조(부정거래) 위반으로 검찰 고발/통보. 빅데이터·SNS 모니터링으로 적발,"partial — A(홍보·리딩방 촉매) 강하게 충족, 선행매매형 부정거래로 REG-ENF 앵커 충족. 개별 종목 B(시장 초과 급등)·붕괴 층화는 종목별 상이(집계형 사건)",https://www.fsc.go.kr/no010101/83530,2026-07-01,집계형 사건 — 개별 종목 라벨링 시 종목 단위 재분해 필요. 원 source_urls 중 SBS(2023 별개 리딩방 보도)는 부적합으로 제외. 개인 익명화('운영자/핀플루언서'). peak_gain uncertain
kr_stock-2023-rfsemi,v0.2,kr_stock,알에프세미 (KOSDAQ A096610),알에프세미 이차전지 테마 허위공시·무자본 M&A 주가조작,2023-01,"급등 시점 2023년 초~4월(최고가 29,450원 도달 2023-04). 형사기소 발표 2026-06-10",20,collapsed,사채 급전으로 경영권 인수(무자본 M&A) 후 싱가포르·필리핀·미얀마 등 이차전지(중국 LFP 배터리 3조~6조원 독점공급 취지) 공급계약 확정 취지 허위 호재 공시 반복,"약 9배(공식 프레이밍 900%) ~ 실질 약 12배 (2,000~2,300원 → 29,450원)",,false,"REG-ENF 충족(형사 기소). 서울남부지검 금융증권범죄합동수사부(2026-06-10) 전·현 대표 구속기소, 공범 불구속기소(자본시장법 사기적 부정거래·특경법 배임). 부당이득 약 138억원(별도 회삿돈 약 140억 유용), 소액주주 약 1만5천명 피해. 2023 감사 한정의견·상장폐지 수순","yes — A(허위 테마 호재 촉매), B(약 900~1,180% 급등), D(펀더 무근거·허위공시), 붕괴(상폐). REG-ENF(형사 기소)",https://www.hankyung.com/article/202606108545i,2026-07-01,이차전지 테마 편승형 + 무자본 M&A + 허위공시 결합 전형. 종목 식별자 A096610 확정. 상승폭 공식 900% vs 실질 약 12배 병기. 개인 익명화('전·현 대표')
crypto-2024-nexfundai,v0.2,crypto,"함정 토큰 NexFundAI(NEXF, ERC-20, Uniswap); 발행사 토큰 Saitama·Robo Inu Finance·VZZN·Lillian Finance; 마켓메이커 Gotbit·ZM Quant·CLS Global·MyTrade",NexFundAI 국제 공조 수사 (Operation Token Mirrors) — 18개 개인·법인 기소 (D. Mass.),2024-03,2024-10-09 공소 발표. FBI 함정 토큰 생성 2024년 3~5월,14,censored,"발행사가 마켓메이커에 비용 지급해 인위적 거래량(wash trading)·가격 부양 → 소매투자자 유인(pump) 후 물량 매도(dump). FBI가 NexFundAI 토큰 직접 생성해 프로모터/텔레그램 잠입, 마켓메이커의 pump-and-dump·봇 제안 증거 확보",,,false,"REG-ENF 충족. DOJ 형사 기소(wire fraud, conspiracy to commit market manipulation·wire fraud, 무허가 송금업). SEC 병행 민사(§10(b)·Rule 10b-5, ZM Quant·Gotbit·CLS Global 등 대상, PR 2024-166). 약 $25M 암호화폐 압류. 후속 유죄·합의(Gotbit ~$23M 몰수, CLS Global 유죄+$428,059)","yes — Gate A(마켓메이커 인위적 거래량 촉매), B(급등 부양), D(무가치 토큰), REG-ENF 앵커 명확",https://www.justice.gov/usao-ma/pr/eighteen-individuals-and-entities-charged-international-operation-targeting-widespread,2026-07-01,작전명 Operation Token Mirrors. 미 검찰 '암호화폐 마켓메이커 대상 최초 형사 시세조종/wash trading 기소'. 개별 티커·단일 peak_gain uncertain. Saitama 참고 2021-11 시총 약 $7.5B 정점(별개 데이터)
crypto-2024-gotbit,v0.2,crypto,마켓메이커 Gotbit Consulting LLC; 조작 대상 클라이언트 토큰 Robo Inu·Saitama,Gotbit / 마켓메이커 창업자(익명화) — 유죄·실형 (D. Mass.),2018,"기소 2024-10-09(대배심 2024년 10월). 유죄인정 2025-03-20경. 선고 2025-06경. 체포 2024-10-08(포르투갈), 인도 2025-02-25",14,censored,창업자가 2019년 인터뷰에서 wash-trade 코드로 거래량 인위 부양해 CoinMarketCap 등재·대형 거래소 상장 노렸다고 설명. 클라이언트 토큰 거래량·가격 조작 대행(2018~2024),,,false,"REG-ENF 충족(형사 유죄 확정, 강한 앵커). 창업자(익명화) — wire fraud + conspiracy(market manipulation·wire fraud) 유죄, 징역 8개월+감독부 석방 1년. Gotbit(법인) — 5년 보호관찰(사실상 영업 중단), 약 $23M 암호화폐 몰수. SEC 병행 민사(PR 2024-166, 개인 Fedor Kedrov 대상 별도 complaint)","yes — Gate A(마켓메이커 인위적 거래량 촉매), B, D 충족. REG-ENF 유죄 확정으로 강한 양성 앵커",https://www.justice.gov/usao-ma/pr/cryptocurrency-financial-services-firm-gotbit-and-founder-plead-guilty-market,2026-07-01,NexFundAI 계열 사건의 개별 마켓메이커 처분. Gotbit은 2026 N.D.Cal. 별개 사건에도 등장. 개인 익명화 권장. peak_gain uncertain(마켓메이커 대행 성격)
crypto-2024-clsglobal,v0.2,crypto,"마켓메이커 CLS Global FZC(UAE); 대상 토큰 NexFundAI(FBI 생성 ERC-20, Uniswap)",CLS Global FZC — NexFundAI wash trading 유죄·벌금 (D. Mass.),2021-02,기소 2024년 9월(indictment)/발표 2024-10-09. 유죄인정 2025년 1월. 선고 2025-04-02(보스턴),14,censored,"NexFundAI 거래량을 인위적으로 부양해 매력적으로 보이게 하겠다 제안. 다수 지갑에 걸쳐 알고리즘 매매로 유기적 거래처럼 위장(2021-02~2021-09 Uniswap상 약 80,000건 wash trade 보고)",,,false,"REG-ENF 충족(형사 유죄). conspiracy to commit market manipulation·wire fraud 1건 + wire fraud 1건. 벌금 등 총 $428,059(압류 암호화폐 포함), 3년 보호관찰 + 미국 투자자 접근 암호화폐 시장 참여 3년 금지",yes — Gate A(인위적 거래량 촉매)·REG-ENF 앵커 충족. 대상이 함정 토큰이라 B(실제 시장 급등)은 partial(N/A),https://www.justice.gov/usao-ma/pr/eighteen-individuals-and-entities-charged-international-operation-targeting-widespread,2026-07-01,함정수사 대상 토큰이라 시장 붕괴/최고가 N/A. 마켓메이커의 조작 서비스 제공 의도·행위 자체가 유죄 입증 대상. NexFundAI 계열
crypto-2024-zmquant,v0.2,crypto,"마켓메이커 ZM Quant Investment Ltd.(BVI, 직원 홍콩); 대상 토큰 Saitama Inu(SAITAMA)·SaitaRealty·NexFundAI",ZM Quant Investment Ltd. — Saitama/SaitaRealty·NexFundAI 조작 (SEC + 형사),2021-09,SEC 제소 2024-10-09(병행 형사). 조작기간 2021-09~2023-09,14,censored,"'market-manipulation-as-a-service'로 고용. 수천 개 지갑으로 분당 다수 거래, 봇이 하루 quadrillions 건·수십억 달러 인위적 거래량 생성(2023-05-26 SaitaRealty 거래량 24시간 내 412,000,000,000% 급증 사례 포함)",,,false,"REG-ENF 충족(SEC/DOJ). SEC 민사 §10(b)·Rule 10b-5(ZM Quant·CLS Global·MyTrade·Gotbit 함께, LR-26158·PR 2024-166). DOJ 병행 형사. ZM Quant/개인 최종 처분 일부 uncertain(해외 소재)","yes — Gate A(조작 서비스 촉매)·B·D 충족, REG-ENF(SEC/DOJ) 앵커. 개별 최종 처분 일부 uncertain",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26158,2026-07-01,Saitama 발행사가 ZM Quant·Gotbit 등 복수 마켓메이커 고용 구조. SEC가 해당 토큰을 '증권'으로 규정. '$3M 수취'·정점 시총·peak_gain uncertain. 개인 실명은 공개 소송기록이나 익명화 권장
crypto-2018-hydro,v0.2,crypto,토큰 HYDRO; 발행사 The Hydrogen Technology Corporation; 마켓메이커 Moonwalkers Trading Limited(남아공),Hydrogen Technology / HYDRO 토큰 — 시세조종 유죄(형사) + SEC 승소 (S.D.N.Y.),2018-10,조작기간 2018-10~2019-04. SEC 제소 2022-09. 형사 선고 2024-06,14,censored,"미국 소재 거래소에서 자동매매 봇으로 허위 주문 홍수. 약 $7M wash trade + $300M 초과 spoof trade로 가격·거래량 조작, 발행사/공모자 약 $2M 실현. 내부 메시지에 'pump-and-dump for a worthless token' 언급 보도",,,false,"REG-ENF 충족(형사 유죄 + SEC 승소, 강한 앵커). 전 CEO(익명화) 2023-11 유죄인정(conspiracy to commit securities price manipulation+wire fraud) 징역 3년9개월; 공동피고(Hampton) 2024-02-07 연방 배심 유죄('암호화폐=증권' 최초 형사 배심 인정) 징역 2년11개월. SEC 민사 승소(LR-25737): Hydrogen 약 $2.8M(추징 ~$1.5M+이자+민사벌금 $1M+), Kane 별도 벌금 ~$260,","yes — Gate A(봇 기반 인위적 주문 촉매), B(가격 부양), D(무가치 토큰), REG-ENF(형사 유죄+SEC 승소) 강한 앵커",https://www.sec.gov/newsroom/press-releases/2022-175,2026-07-01,NexFundAI 계열과 별개 독립 사건. '암호화폐=증권' 형사 배심 인정은 Hampton 재판에 국한(전 CEO는 유죄인정). 원 케이스가 두 유죄 경로 혼동 → 정정. SEC 판결 정본은 LR-25737(LR-25553는 제소 단계). peak_gain uncertain. 개인 익명화
crypto-2026-ndcal-mm,v0.2,crypto,마켓메이커 4곳 Gotbit·Vortex·Antier·Contrarian; 대상 토큰 uncertain(다수),"Gotbit·Vortex·Antier·Contrarian — 마켓메이커 10인 기소 (Operation Token Mirrors, N.D. Cal.)",2024-05,기소장 개봉 2026-03-30(NDCal). 수사 개시 2024-05경. 싱가포르 체포 2025-10-02,14,censored,"트레이딩 봇으로 인위적 거래량 생성·토큰 가격 부양(coordinated pump-and-dump), 수요 착시로 투자자 매수 유인 후 동일 주체 매도. FBI+IRS-CI 언더커버(FBI 직접 토큰 프로젝트 생성)",,,false,"REG-ENF 충족(형사 기소·일부 유죄, 진행 중). DOJ 형사 기소(wire fraud/conspiracy, wash trading, 최대 20년·벌금 건당 최대 $250,000). 선행 트랙 Tsao 2025-06-02 유죄인정(오클랜드)·2025-06-03 USDT 약 120만 몰수 예비명령, Popov 유죄인정. CEO 2명 포함 3명 싱가포르 체포·인도·오클랜드 출석. 최종 처분 일부 uncertain","yes — Gate A(봇 기반 인위적 거래량 촉매)·B·D 충족, REG-ENF(형사 기소·일부 유죄) 앵커. 진행 중 최종 처분 일부 uncertain",https://www.trmlabs.com/resources/blog/ten-fraudsters-from-four-financial-services-firms-charged-in-different-cryptocurrency-market-manipulation-schemes-out-of-northern-district-of-california,2026-07-01,2024 D.Mass. NexFundAI 건과 별개 후속·독립 수사(캘리포니아 북부). Gotbit이 두 관할 등장. 국경 간 체포·인도. Tsao 유죄(2025)와 기소장 개봉(2026) 시점 구분. 개인은 공개기록 범위 내 중립 기술. 대상 토큰·peak_gain uncertain
global_stock-2020-atlas,v0.2,global_stock,다수 exchange-traded microcap 종목; 개별 티커 SEC 보도자료 미명시,Atlas Trading Discord/Twitter 소셜미디어 시세조종 (SEC v. Constantinescu et al.),2020-01,2020-01경 ~ 2022-04경. SEC 제소 2022-12-14,30,censored,"인플루언서 7인이 Twitter(합산 팔로워 150만+)와 Discord 'Atlas Trading'에서 특정 종목 선매수 후 price target 제시·'매수/보유' 발언으로 팔로워 매수 유도, 상승 시 미공개 매도(scalping). 8번째 피고가 팟캐스트로 방조",,,false,"REG-ENF 충족. SEC 민사(S.D. Texas): 영구금지·부당이득 반환·민사벌금, penny stock bar. DOJ Fraud Section+S.D. Texas 병행 형사기소(8인 전원). 스킴 총 이익 최소 약 $114M. 2025-11 제5순회항소법원이 SEC 사건 1심 각하 파기·환송(진행 유동적)","yes — Gate A(소셜미디어 인플루언서 프로모션=저품질 촉매), D(순수 hype 기반) 충족. B·붕괴 층화는 개별 종목 데이터 필요. REG-ENF(SEC+DOJ) 앵커",https://www.sec.gov/newsroom/press-releases/2022-221,2026-07-01,소셜미디어 프로모션 카테고리 대표 사례(scalping형). 개별 종목별 최고 상승폭·t0 정렬은 소장 원문 필요. Knight 핸들·Discord 정확 회원수 uncertain. 2025-11 항소심 파기환송으로 진행 유동적
global_stock-2024-cleu,v0.2,global_stock,"CLEU (NASDAQ, Cayman 법인, 중국 교육서비스; 현재 상장폐지·OTC CLEUF)","China Liberal Education Holdings (CLEU) ramp-and-dump (DOJ, N.D. Illinois)",2024-11,2024-11 ~ 2025-02. 기소·압류 발표 2025년 3월. 몰수 약 $214M 2025-05-28경,30,collapsed,"중국 소재 인물들이 소셜미디어·메신저에서 미국 소재 투자자문가로 위장, CLEU 투자 고수익 약속 허위·오인 유도 프로모션 + 조율된 매매로 주가 인위적 상승 유도 후 대량 매도",,,false,REG-ENF 충족(DOJ 형사기소+몰수). 2025년 3월 N.D. Illinois에서 7인 기소(말레이시아·대만 국적). 2025-05경 약 $214M 몰수. DOJ 피해자 보상(remission fund) 절차 개시. CLEU NASDAQ 상장폐지,"yes — Gate A(위장 투자자문 소셜 프로모션), B(인위적 급등), D(펀더 무근거), 붕괴(급락·투자자 대부분 손실). REG-ENF 앵커(형사기소+몰수)",https://www.justice.gov/usao-ndil/pr/federal-law-enforcement-chicago-seizes-214-million-alleged-pump-and-dump-investment,2026-07-01,최신·전형적 중국 관련 ramp-and-dump(account takeover 아닌 위장 자문형). 피고인은 말레이시아/대만 국적(사칭은 중국발). peak_gain 구체 % uncertain. 상승폭·거래량 시계열 NASDAQ 데이터로 event study 접목 가능
global_stock-2025-mctr-ctrl,v0.2,global_stock,"MCTR = CTRL Group Limited(홍콩, Nasdaq, 상장 2025-01-22); 관련사 Dreamland Limited",중국 기반 ramp-and-dump 피해 회수 — MCTR(CTRL Group)/Dreamland (DOJ SDNY 민사몰수),2025-05,2025-06-03 (급등일). 2025년 5월말~6월초 소셜미디어 대량 홍보,30,collapsed,중국·홍콩 소재 인물이 개설한 미국 브로커리지 계좌 통한 대량·조율된 매도(ramp-and-dump). 소셜미디어 대량 동일 문구 홍보,"6/3 시가 $7.12(전일比 +50%), 장중고가 $33.69, 종가 $32.90; 거래량 전일比 약 +70,000%",,false,"REG-ENF 충족(DOJ 민사몰수 2건). U.S. Attorney SDNY 중국 기반 pump-and-dump 피해자 대상 약 $19.5M 회수. IPO~2025-06-05 사이 미국 브로커리지 계좌 10개가 약 1,065,313주 매도, 수익 약 $11,966,324.44",yes(정정) — Gate A(소셜미디어 홍보)·Gate B(시장 초과 급등)·REG-ENF 앵커(DOJ 몰수/회수) 모두 충족(원 partial에서 상향),https://www.justice.gov/usao-sdny/pr/us-attorney-announces-recovery-195-million-victims-china-based-pump-and-dump-schemes,2026-07-01,"원 케이스가 기관을 SEC로 오기재(→DOJ SDNY), t0·peak_gain을 과도하게 uncertain 처리(공개기록으로 특정), 관련사 Dreamland 누락 → 정정. 회수 총액 $19.5M"
global_stock-2007-rino,v0.2,global_stock,"RINO (RINO International Corp., 舊 NASDAQ, 2007 리버스머저 상장, 중국 철강 설비)","RINO International 중국 리버스머저 회계부정 (SEC, 2013 settlement)",2007,"2010-11 (Muddy Waters 공매도 리포트→NASDAQ halt 2010-11-18→상폐 결정). 후행 SEC 거래정지 2011-04, settlement 2013",30,collapsed,"허위 매출계약 포함으로 매출 15배 이상 과대계상(미국 장부 약 $491M vs 중국 장부 약 $31M, 2008 Q1~2010 Q3). CEO 겸 이사회 의장이 공모 자금 약 $3.5M 사적 유용. 명시적 홍보 촉매(Gate A) 약함",,,false,"REG-ENF 충족(SEC 제재+거래정지+상장폐지). 2010-12-08 NASDAQ 상장폐지 결정(2010-12-30 발효). 2011-04 SEC 거래정지(order 34-64291). 2013 임원 벌금(Zou $150,000, Qiu $100,000, neither admit nor deny)+미국 상장사 임원·이사 10년 자격박탈 화해","partial — 중국 리버스머저 대표 사례, Gate D(회계 과대계상)·REG-ENF 앵커 충족. Gate A(홍보 촉매)·명시적 급등(Gate B) 약함 — accounting fraud/reverse-merger fraud 유형",https://www.sec.gov/newsroom/press-releases/2013-2013-87,2026-07-01,원 케이스가 t0를 2011-04 SEC 정지로 오기재 → 실제 붕괴 t0는 2010-11 Muddy Waters→NASDAQ halt(2011-04는 후행 별개). 2010~2011 SEC 중국 리버스머저 일제 단속 상징. source_url 1차 SEC 자료로 교체. peak_gain uncertain(급등 요소 약함)
global_stock-2011-spam-microcap,v0.2,global_stock,pump 대상 발행사 8개(중국·캐나다·이스라엘 소재 RTO 종목); 특정 3사 China Digital Media Corp.·Global Peopleline Telecom Inc.·m-Wise Inc.; 티커 uncertain,$33M 국제 microcap 스팸이메일 pump-and-dump (SEC Release 2011-33),,2011-02-01 (기소 발표). 스킴 실행 기간 세부 uncertain,30,censored,"프로모터 등 8인이 다수 microcap 종목에 대해 불법 스팸 이메일 캠페인으로 pump-and-dump 수행($3,300만 규모). 저품질 홍보 촉매(소셜미디어 이전 세대 이메일형)",,,false,REG-ENF 충족. SEC 제재(8인·3사 기소). 2010~2011 SEC 중국계 RTO 단속 흐름,"partial — Gate A(스팸 이메일=저품질 홍보 촉매), REG-ENF 앵커 충족. 개별 종목 Gate B·D·붕괴 층화 세부는 원문 추가 확인 필요",https://www.sec.gov/news/press/2011/2011-33.htm,2026-07-01,boiler room/이메일 프로모션형 초기 사례 — 소셜미디어 인플루언서형(Atlas)과 시대적 대비. '3개 회사'는 실행주체가 아닌 pump 대상 발행사(issuer). 개인 익명화 권장. 개별 티커·급등폭 uncertain
